Country_1,Country_2,Country_1_raw_count,Country_2_raw_count,Delay,Pearson
Chile,Armenia,10205,806,-0.0,203.5996318573521
China,Diamond Princess,4697,13,-0.0,195.4475841713356
Colombia,South Africa,13837,11010,-0.0,203.86398717537838
Comoros,Gabon,7,51,-0.0,201.1754618241984
Congo (Brazzaville),Congo (Kinshasa),60,225,-0.0,203.45186877355485
Congo (Kinshasa),Congo (Brazzaville),225,60,-0.0,203.45186877355485
Costa Rica,Zimbabwe,263,122,-0.0,202.55328627601344
Cote d'Ivoire,Moldova,105,863,-0.0,203.48290114407047
Croatia,US,160,166034,-0.0,202.8737324170108
Cuba,Ireland,88,1774,-0.0,203.89931195205352
Cyprus,Malaysia,20,125,-0.0,203.34539670826717
Czechia,Germany,391,9213,-0.0,203.3872646592979
Denmark,Netherlands,621,6182,-0.0,203.91636349088242
Diamond Princess,China,13,4697,-0.0,195.4475841713356
Djibouti,Sudan,59,786,-0.0,203.04729970888908
Dominica,Afghanistan,0,1354,-203.0,
Dominican Republic,Philippines,1371,2404,-0.0,203.60934433798096
Ecuador,Sierra Leone,5984,69,-0.0,202.64118882311448
Egypt,Afghanistan,5085,1354,-0.0,203.8208803618705
El Salvador,Bolivia,577,3827,-0.0,203.8176018535548
Equatorial Guinea,Ghana,83,223,-0.0,200.72325127209942
Eritrea,Afghanistan,0,1354,-203.0,
Estonia,Belgium,63,9900,-0.0,203.54463865748528
Eswatini,Angola,63,80,-0.0,203.51659434153527
Ethiopia,Libya,463,132,-0.0,202.93196187628246
Fiji,Papua New Guinea,1,3,-0.0,191.78220904980645
Finland,Ireland,333,1774,-0.0,203.8062958348571
France,Norway,30375,256,-0.0,203.89851672815425
Gabon,Guinea-Bissau,51,29,-0.0,203.2060897615553
Gambia,Uganda,33,9,-0.0,195.92600251211314
Georgia,Sweden,17,5774,-0.0,203.15087135123522
Germany,Belgium,9213,9900,-0.0,203.78857796746817
Ghana,Senegal,223,242,-0.0,203.5384618982756
Greece,Denmark,216,621,-0.0,203.1483319394151
Grenada,Afghanistan,0,1354,-203.0,
Guatemala,Iraq,2267,5588,-0.0,203.55333345455227
Guinea,Ukraine,50,1999,-0.0,203.35131421979008
Guinea-Bissau,Gabon,29,51,-0.0,203.2060897615553
Guyana,Iran,22,18988,-0.0,202.14801055092977
Haiti,Qatar,187,190,-0.0,203.63626102861457
Holy See,Afghanistan,0,1354,-203.0,
Honduras,Bolivia,1533,3827,-0.0,203.4662800437273
Hungary,Japan,605,1066,-0.0,203.7037827844996
Iceland,Thailand,10,58,-0.0,202.42631069423658
India,Oman,47033,539,-0.0,203.60751905761228
Indonesia,Bulgaria,5903,482,-0.0,203.40180476322445
Iran,Dominican Republic,18988,1371,-0.0,202.176873303516
Iraq,Guatemala,5588,2267,-0.0,203.55333345455227
Ireland,Cuba,1774,88,-0.0,203.89931195205352
Israel,Morocco,639,556,-0.0,202.05652611042703
Italy,Malaysia,35225,125,-0.0,203.66397756589225
Jamaica,Slovenia,14,129,-0.0,202.1607283137777
Japan,Hungary,1066,605,-0.0,203.7037827844996
Jordan,Malaysia,11,125,-0.0,201.9562369731446
Kazakhstan,Eswatini,1269,63,-0.0,203.0218463439081
Kenya,Honduras,456,1533,-0.0,203.15476218940532
Korea South,San Marino,305,42,-0.0,201.74382611969182
Kosovo,Uzbekistan,341,211,-0.0,203.3290841902321
Kuwait,Sudan,489,786,-0.0,202.9919495078978
Kyrgyzstan,Zambia,1484,246,-0.0,198.64096824581867
Laos,Afghanistan,0,1354,-203.0,
Latvia,Sweden,32,5774,-0.0,203.62058564499046
Lebanon,Morocco,89,556,-0.0,201.89395029306226
Lesotho,Costa Rica,24,263,-0.0,201.82871129479
Liberia,Indonesia,82,5903,-0.0,201.89408367492211
Libya,Angola,132,80,-0.0,203.51294465474652
Liechtenstein,MS Zaandam,1,2,3.0,198.36280951665887
Lithuania,Portugal,81,1764,-0.0,203.6501554093549
Luxembourg,Burkina Faso,122,54,-0.0,203.7219535934857
MS Zaandam,Trinidad and Tobago,2,8,-0.0,201.62443887074838
Madagascar,Eswatini,156,63,-0.0,203.17574930152242
Malawi,Madagascar,152,156,-0.0,202.87866758643716
Malaysia,Spain,125,28579,-0.0,203.73718696451598
Maldives,Brazil,21,104201,-0.0,202.45343786355983
Mali,Sierra Leone,125,69,-0.0,202.5911686696093
Malta,Lithuania,9,81,-0.0,202.06791674446652
Mauritania,South Sudan,157,47,-0.0,203.1515353995648
Mauritius,Trinidad and Tobago,10,8,-0.0,202.2852926955164
Mexico,Bangladesh,54666,3513,-0.0,203.9413131055249
Moldova,Ukraine,863,1999,-0.0,203.83344678932042
Monaco,Switzerland,4,1991,-0.0,201.61823546509288
Mongolia,Afghanistan,0,1354,-203.0,
Montenegro,Uzbekistan,73,211,-0.0,202.55710236885074
Morocco,Israel,556,639,-0.0,202.05652611042703
Mozambique,India,19,47033,-0.0,202.66563605754985
Namibia,Costa Rica,22,263,-0.0,201.6779610999958
Nepal,India,91,47033,-0.0,202.3869032275978
Netherlands,Denmark,6182,621,-0.0,203.91636349088242
New Zealand,Belgium,22,9900,-0.0,202.84188403450713
Nicaragua,Brazil,128,104201,-0.0,203.24535451663132
Niger,Japan,69,1066,-0.0,203.7002378018585
Nigeria,Russia,956,15231,-0.0,203.917477152611
North Macedonia,Indonesia,530,5903,-0.0,203.27313735702344
Norway,Austria,256,724,-0.0,203.91138061493714
Oman,Bolivia,539,3827,-0.0,203.65425696850858
Pakistan,Qatar,6129,190,-0.0,203.40895279522687
Panama,Honduras,1703,1533,-0.0,202.9211014233014
Papua New Guinea,Uganda,3,9,-0.0,192.5416066615287
Paraguay,Montenegro,93,73,-0.0,201.89277767926828
Peru,Senegal,21501,242,-0.0,202.97509744306072
Philippines,Dominican Republic,2404,1371,-0.0,203.60934433798096
Poland,US,1830,166034,-0.0,203.2237572483901
Portugal,United Kingdom,1764,46791,-0.0,203.80751877400115
Qatar,Haiti,190,187,-0.0,203.63626102861457
Romania,Philippines,2807,2404,-0.0,203.05253760516246
Russia,Nigeria,15231,956,-0.0,203.917477152611
Rwanda,Nepal,8,91,-0.0,199.8308689655824
Saint Kitts and Nevis,Afghanistan,0,1354,-203.0,
Saint Lucia,Afghanistan,0,1354,-203.0,
Saint Vincent and the Grenadines,Afghanistan,0,1354,-203.0,
San Marino,Korea South,42,305,-0.0,201.74382611969182
Sao Tome and Principe,Sierra Leone,15,69,-0.0,203.00614827567867
Saudi Arabia,Bangladesh,3269,3513,-0.0,203.80673289744453
Senegal,Saudi Arabia,242,3269,-0.0,203.65147370061703
Serbia,Philippines,658,2404,-0.0,202.51236194706013
Seychelles,Afghanistan,0,1354,-203.0,
Sierra Leone,Sao Tome and Principe,69,15,-0.0,203.00614827567867
Singapore,United Kingdom,27,46791,-0.0,203.50398133622573
Slovakia,Cuba,31,88,-0.0,203.3352136495119
Slovenia,France,129,30375,-0.0,203.58943064494
Somalia,Canada,93,9052,-0.0,203.5002886938031
South Africa,Colombia,11010,13837,-0.0,203.86398717537838
South Sudan,Mauritania,47,157,-0.0,203.1515353995648
Spain,Malaysia,28579,125,-0.0,203.73718696451598
Sri Lanka,Tunisia,11,52,-0.0,202.2801961420521
Sudan,Djibouti,786,59,-0.0,203.04729970888908
Suriname,Iraq,39,5588,-0.0,202.66814153800127
Sweden,Latvia,5774,32,-0.0,203.62058564499046
Switzerland,Andorra,1991,53,-0.0,203.8134549634677
Syria,Uzbekistan,53,211,-0.0,202.7746214951825
Taiwan*,Mauritius,7,10,-0.0,201.5665893624535
Tajikistan,Chad,63,76,-0.0,202.94209787858887
Tanzania,Slovakia,21,31,-0.0,203.07930360519163
Thailand,Switzerland,58,1991,-0.0,203.5483558449229
Timor-Leste,Afghanistan,0,1354,-203.0,
Togo,Croatia,26,160,-0.0,202.25531048119888
Trinidad and Tobago,Mauritius,8,10,-0.0,202.2852926955164
Tunisia,Switzerland,52,1991,-0.0,203.6461550450397
Turkey,United Kingdom,5891,46791,-0.0,203.74870448329082
US,Sweden,166034,5774,-0.0,203.30554494992415
Uganda,Vietnam,9,18,-0.0,197.2483555691933
Ukraine,Moldova,1999,863,-0.0,203.83344678932042
United Arab Emirates,Canada,358,9052,-0.0,203.53299651430348
United Kingdom,Portugal,46791,1764,-0.0,203.80751877400115
Uruguay,US,37,166034,-0.0,203.0128275731852
Uzbekistan,Kosovo,211,341,-0.0,203.3290841902321
Venezuela,Colombia,247,13837,-0.0,203.5917269432249
Vietnam,Uganda,18,9,-0.0,197.2483555691933
West Bank and Gaza,Syria,105,53,-0.0,201.64205820220928
Western Sahara,Sao Tome and Principe,1,15,-0.0,192.2142924412524
Yemen,Armenia,528,806,-0.0,203.44336161139012
Zambia,Malawi,246,152,-0.0,201.861587691939
Zimbabwe,Costa Rica,122,263,-0.0,202.55328627601344
